Standard Time,Raw Message,Common Event Name,Account Email,Host IP,origin.host.ip_address.ipv4,Log Source,Log Source Type,Origin Account Name,Target Host Name
2023-08-25T06:57:50.547562400Z,"CEF:0|Akamai|akamai_siem|1.0|detect|Activity detected|5|act=alert app=h2 c6a2Label=Source IPv6 Address cs1=3900013,IPBLOCK-BURST4-227854 cs1Label=Rules cs2=Originates from Cloud IaaS Provider Network,IP 164.132.54.9 recently having excessive BURST qualification(4) rate on category bucket(3,Origin Error)) cs2Label=Rule Messages cs3=Request from Cloud IaaS, ASNUM 16276,19 message units per second cs3Label=Rule Data cs4Label=Rule Selectors cs5Label=Client Reputation cs6Label=API ID devicePayloadId=5aef711 dhost=www.securityfinance.com dpt=443 flexString1=90182 flexString1Label=Security Config Id flexString2=qik1_204703 flexString2Label=Firewall Policy Id out=177 request=https://www.securityfinance.com/core/modules/934d581a4a/assets/js/dist/scripts-theme.min.js requestMethod=GET src=164.132.54.9 start=1692946634 AkamaiSiemRuleVersions=1 AkamaiSiemRuleTags=AKAMAI/BOT/REQUEST_ANOMALY,IPBLOCK/ADAPTIVE/BURST AkamaiSiemTLSVersion=tls1.3 AkamaiSiemRequestHeaders=Host:+www.securityfinance.com\nUser-Agent:+Mozilla/5.0+(Linux;+Android+10;+SM-A107F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.138+Mobile+Safari/537.36\nAccept:+*/*\nsec-fetch-site:+same-origin\nsec-fetch-mode:+no-cors\nsec-fetch-dest:+script\nReferer:+https://www.securityfinance.com/\nAccept-Encoding:+gzip,+deflate,+br\nAccept-Language:+en-GB,en-US;q\=0.9,en;q\=0.8\nCookie:+_vwo_uuid_v2\=DB357FF497DDF9C624B9FEDB55E6759EB|cc1cb2b53e1e5fabbd2819ca22608d99;+_gcl_au\=1.1.1086283618.1692946316;+_gid\=GA1.2.1383313947.1692946316;+_ga\=GA1.1.1734939938.1692946316;+_fbp\=fb.1.1692946319081.1457193378;+_ga_ZF2362WX62\=GS1.1.1692946317.1.0.1692946320.57.0.0;+_uetsid\=f7363460431311ee8e03293ba0fd13fb;+_uetvid\=f737b150431311eeb0c67b54169c2a5f\n AkamaiSiemResponseHeaders=Mime-Version:+1.0\nContent-Type:+text/html\nContent-Length:+177\nCache-Control:+max-age\=0\nDate:+Fri,+25+Aug+2023+06:57:14+GMT\nConnection:+keep-alive\nServer-Timing:+cdn-cache;+desc\=MISS\nServer-Timing:+edge;+dur\=33\nServer-Timing:+origin;+dur\=0\nServer-Timing:+ak_p;+desc\=\""1692946634510_35115138_95352593_3269_10553_308_0_146\"";dur\=1\n AkamaiSiemResponseStatus=503 AkamaiSiemContinent=EU AkamaiSiemCountry=FR AkamaiSiemCity=PARIS AkamaiSiemRegion=IDF AkamaiSiemASN=16276",,,[164.132.54.9],,Unidentified,,,
2023-08-25T06:57:50.563184900Z,"CEF:0|Akamai|akamai_siem|1.0|detect|Activity detected|5|act=alert app=h2 c6a2Label=Source IPv6 Address cs1=3900013,IPBLOCK-BURST4-227854 cs1Label=Rules cs2=Originates from Cloud IaaS Provider Network,IP 164.132.54.9 recently having excessive BURST qualification(4) rate on category bucket(3,Origin Error)) cs2Label=Rule Messages cs3=Request from Cloud IaaS, ASNUM 16276,28 message units per second cs3Label=Rule Data cs4Label=Rule Selectors cs5Label=Client Reputation cs6Label=API ID devicePayloadId=5af0737 dhost=www.securityfinance.com dpt=443 flexString1=90182 flexString1Label=Security Config Id flexString2=qik1_204703 flexString2Label=Firewall Policy Id out=176 request=https://www.securityfinance.com/storage/2018/05/icon-seasonal-expenses-450x450.png requestMethod=GET src=164.132.54.9 start=1692946638 AkamaiSiemRuleVersions=1 AkamaiSiemRuleTags=AKAMAI/BOT/REQUEST_ANOMALY,IPBLOCK/ADAPTIVE/BURST AkamaiSiemTLSVersion=tls1.3 AkamaiSiemRequestHeaders=Host:+www.securityfinance.com\nUser-Agent:+Mozilla/5.0+(Linux;+Android+10;+SM-A107F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.138+Mobile+Safari/537.36\nAccept:+image/webp,image/apng,image/*,*/*;q\=0.8\nsec-fetch-site:+same-origin\nsec-fetch-mode:+no-cors\nsec-fetch-dest:+image\nReferer:+https://www.securityfinance.com/\nAccept-Encoding:+gzip,+deflate,+br\nAccept-Language:+en-GB,en-US;q\=0.9,en;q\=0.8\nCookie:+_vwo_uuid_v2\=DB357FF497DDF9C624B9FEDB55E6759EB|cc1cb2b53e1e5fabbd2819ca22608d99;+_gcl_au\=1.1.1086283618.1692946316;+_gid\=GA1.2.1383313947.1692946316;+_fbp\=fb.1.1692946319081.1457193378;+_uetsid\=f7363460431311ee8e03293ba0fd13fb;+_uetvid\=f737b150431311eeb0c67b54169c2a5f;+_ga_ZF2362WX62\=GS1.1.1692946317.1.1.1692946636.60.0.0;+_ga\=GA1.1.1734939938.1692946316\n AkamaiSiemResponseHeaders=Mime-Version:+1.0\nContent-Type:+text/html\nContent-Length:+176\nCache-Control:+max-age\=0\nDate:+Fri,+25+Aug+2023+06:57:18+GMT\nConnection:+keep-alive\nServer-Timing:+cdn-cache;+desc\=MISS\nServer-Timing:+edge;+dur\=37\nServer-Timing:+origin;+dur\=0\nServer-Timing:+ak_p;+desc\=\""1692946638081_35115138_95356727_3666_11411_379_0_146\"";dur\=1\n AkamaiSiemResponseStatus=503 AkamaiSiemContinent=EU AkamaiSiemCountry=FR AkamaiSiemCity=PARIS AkamaiSiemRegion=IDF AkamaiSiemASN=16276",,,[164.132.54.9],,Unidentified,,,
2023-08-25T06:57:50.563184900Z,"CEF:0|Akamai|akamai_siem|1.0|detect|Activity detected|5|act=alert app=h2 c6a2Label=Source IPv6 Address cs1=3900013,IPBLOCK-BURST4-227854 cs1Label=Rules cs2=Originates from Cloud IaaS Provider Network,IP 164.132.54.9 recently having excessive BURST qualification(4) rate on category bucket(3,Origin Error)) cs2Label=Rule Messages cs3=Request from Cloud IaaS, ASNUM 16276,19 message units per second cs3Label=Rule Data cs4Label=Rule Selectors cs5Label=Client Reputation cs6Label=API ID devicePayloadId=5af270b dhost=www.securityfinance.com dpt=443 flexString1=90182 flexString1Label=Security Config Id flexString2=qik1_204703 flexString2Label=Firewall Policy Id out=177 request=https://www.securityfinance.com/wp-content/uploads/2018/05/logo-white-300x56.png requestMethod=GET src=164.132.54.9 start=1692946643 AkamaiSiemRuleVersions=1 AkamaiSiemRuleTags=AKAMAI/BOT/REQUEST_ANOMALY,IPBLOCK/ADAPTIVE/BURST AkamaiSiemTLSVersion=tls1.3 AkamaiSiemRequestHeaders=Host:+www.securityfinance.com\nUser-Agent:+Mozilla/5.0+(Linux;+Android+10;+SM-A107F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.138+Mobile+Safari/537.36\nAccept:+image/webp,image/apng,image/*,*/*;q\=0.8\nsec-fetch-site:+same-origin\nsec-fetch-mode:+no-cors\nsec-fetch-dest:+image\nReferer:+https://www.securityfinance.com/\nAccept-Encoding:+gzip,+deflate,+br\nAccept-Language:+en-GB,en-US;q\=0.9,en;q\=0.8\nCookie:+_vwo_uuid_v2\=DB357FF497DDF9C624B9FEDB55E6759EB|cc1cb2b53e1e5fabbd2819ca22608d99;+_gcl_au\=1.1.1086283618.1692946316;+_gid\=GA1.2.1383313947.1692946316;+_fbp\=fb.1.1692946319081.1457193378;+_dc_gtm_UA-85896742-1\=1;+_gali\=menu-item-16221;+_ga\=GA1.2.1734939938.1692946316;+_ga_ZF2362WX62\=GS1.1.1692946317.1.1.1692946642.54.0.0;+_uetsid\=f7363460431311ee8e03293ba0fd13fb;+_uetvid\=f737b150431311eeb0c67b54169c2a5f\n AkamaiSiemResponseHeaders=Mime-Version:+1.0\nContent-Type:+text/html\nContent-Length:+177\nCache-Control:+max-age\=0\nDate:+Fri,+25+Aug+2023+06:57:23+GMT\nConnection:+keep-alive\nServer-Timing:+cdn-cache;+desc\=MISS\nServer-Timing:+edge;+dur\=28\nServer-Timing:+origin;+dur\=0\nServer-Timing:+ak_p;+desc\=\""1692946643420_35115138_95364875_2830_13243_308_0_146\"";dur\=1\n AkamaiSiemResponseStatus=503 AkamaiSiemContinent=EU AkamaiSiemCountry=FR AkamaiSiemCity=PARIS AkamaiSiemRegion=IDF AkamaiSiemASN=16276",,,[164.132.54.9],,Unidentified,,,
2023-08-25T06:57:50.563184900Z,"CEF:0|Akamai|akamai_siem|1.0|detect|Activity detected|5|act=alert app=h2 c6a2Label=Source IPv6 Address cs1=3900013,IPBLOCK-BURST4-227854 cs1Label=Rules cs2=Originates from Cloud IaaS Provider Network,IP 164.132.54.9 recently having excessive BURST qualification(4) rate on category bucket(3,Origin Error)) cs2Label=Rule Messages cs3=Request from Cloud IaaS, ASNUM 16276,19 message units per second cs3Label=Rule Data cs4Label=Rule Selectors cs5Label=Client Reputation cs6Label=API ID devicePayloadId=5af29e4 dhost=www.securityfinance.com dpt=443 flexString1=90182 flexString1Label=Security Config Id flexString2=qik1_204703 flexString2Label=Firewall Policy Id out=176 request=https://www.securityfinance.com/storage/2021/05/2020_Rebrand_AFSA-Logo-FINAL_Small__1_.jpg requestMethod=GET src=164.132.54.9 start=1692946643 AkamaiSiemRuleVersions=1 AkamaiSiemRuleTags=AKAMAI/BOT/REQUEST_ANOMALY,IPBLOCK/ADAPTIVE/BURST AkamaiSiemTLSVersion=tls1.3 AkamaiSiemRequestHeaders=Host:+www.securityfinance.com\nUser-Agent:+Mozilla/5.0+(Linux;+Android+10;+SM-A107F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.138+Mobile+Safari/537.36\nAccept:+image/webp,image/apng,image/*,*/*;q\=0.8\nsec-fetch-site:+same-origin\nsec-fetch-mode:+no-cors\nsec-fetch-dest:+image\nReferer:+https://www.securityfinance.com/\nAccept-Encoding:+gzip,+deflate,+br\nAccept-Language:+en-GB,en-US;q\=0.9,en;q\=0.8\nCookie:+_vwo_uuid_v2\=DB357FF497DDF9C624B9FEDB55E6759EB|cc1cb2b53e1e5fabbd2819ca22608d99;+_gcl_au\=1.1.1086283618.1692946316;+_gid\=GA1.2.1383313947.1692946316;+_fbp\=fb.1.1692946319081.1457193378;+_dc_gtm_UA-85896742-1\=1;+_gali\=menu-item-16221;+_ga\=GA1.2.1734939938.1692946316;+_ga_ZF2362WX62\=GS1.1.1692946317.1.1.1692946642.54.0.0;+_uetsid\=f7363460431311ee8e03293ba0fd13fb;+_uetvid\=f737b150431311eeb0c67b54169c2a5f\n AkamaiSiemResponseHeaders=Mime-Version:+1.0\nContent-Type:+text/html\nContent-Length:+176\nCache-Control:+max-age\=0\nDate:+Fri,+25+Aug+2023+06:57:23+GMT\nConnection:+keep-alive\nServer-Timing:+cdn-cache;+desc\=MISS\nServer-Timing:+edge;+dur\=18\nServer-Timing:+origin;+dur\=0\nServer-Timing:+ak_p;+desc\=\""1692946643859_35115138_95365604_1816_11124_328_0_146\"";dur\=1\n AkamaiSiemResponseStatus=503 AkamaiSiemContinent=EU AkamaiSiemCountry=FR AkamaiSiemCity=PARIS AkamaiSiemRegion=IDF AkamaiSiemASN=16276",,,[164.132.54.9],,Unidentified,,,
2023-08-25T06:57:50.547562400Z,"CEF:0|Akamai|akamai_siem|1.0|detect|Activity detected|5|act=alert app=h2 c6a2Label=Source IPv6 Address cs1=3900013,IPBLOCK-BURST4-227854 cs1Label=Rules cs2=Originates from Cloud IaaS Provider Network,IP 164.132.54.9 recently having excessive BURST qualification(4) rate on category bucket(3,Origin Error)) cs2Label=Rule Messages cs3=Request from Cloud IaaS, ASNUM 16276,28 message units per second cs3Label=Rule Data cs4Label=Rule Selectors cs5Label=Client Reputation cs6Label=API ID devicePayloadId=5af12e4 dhost=www.securityfinance.com dpt=443 flexString1=90182 flexString1Label=Security Config Id flexString2=qik1_204703 flexString2Label=Firewall Policy Id out=177 request=https://www.securityfinance.com/storage/2018/05/icon-career-opportunities-150x150.png requestMethod=GET src=164.132.54.9 start=1692946640 AkamaiSiemRuleVersions=1 AkamaiSiemRuleTags=AKAMAI/BOT/REQUEST_ANOMALY,IPBLOCK/ADAPTIVE/BURST AkamaiSiemTLSVersion=tls1.3 AkamaiSiemRequestHeaders=Host:+www.securityfinance.com\nUser-Agent:+Mozilla/5.0+(Linux;+Android+10;+SM-A107F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.138+Mobile+Safari/537.36\nAccept:+image/webp,image/apng,image/*,*/*;q\=0.8\nsec-fetch-site:+same-origin\nsec-fetch-mode:+no-cors\nsec-fetch-dest:+image\nReferer:+https://www.securityfinance.com/\nAccept-Encoding:+gzip,+deflate,+br\nAccept-Language:+en-GB,en-US;q\=0.9,en;q\=0.8\nCookie:+_vwo_uuid_v2\=DB357FF497DDF9C624B9FEDB55E6759EB|cc1cb2b53e1e5fabbd2819ca22608d99;+_gcl_au\=1.1.1086283618.1692946316;+_gid\=GA1.2.1383313947.1692946316;+_fbp\=fb.1.1692946319081.1457193378;+_uetsid\=f7363460431311ee8e03293ba0fd13fb;+_uetvid\=f737b150431311eeb0c67b54169c2a5f;+_ga_ZF2362WX62\=GS1.1.1692946317.1.1.1692946636.60.0.0;+_ga\=GA1.1.1734939938.1692946316;+_dc_gtm_UA-85896742-1\=1\n AkamaiSiemResponseHeaders=Mime-Version:+1.0\nContent-Type:+text/html\nContent-Length:+177\nCache-Control:+max-age\=0\nDate:+Fri,+25+Aug+2023+06:57:20+GMT\nConnection:+keep-alive\nServer-Timing:+cdn-cache;+desc\=MISS\nServer-Timing:+edge;+dur\=44\nServer-Timing:+origin;+dur\=0\nServer-Timing:+ak_p;+desc\=\""1692946640140_35115138_95359716_4341_11874_351_0_146\"";dur\=1\n AkamaiSiemResponseStatus=503 AkamaiSiemContinent=EU AkamaiSiemCountry=FR AkamaiSiemCity=PARIS AkamaiSiemRegion=IDF AkamaiSiemASN=16276",,,[164.132.54.9],,Unidentified,,,
2023-08-25T06:57:50.547562400Z,"CEF:0|Akamai|akamai_siem|1.0|detect|Activity detected|5|act=alert app=h2 c6a2Label=Source IPv6 Address cs1=3900013,IPBLOCK-BURST4-227854 cs1Label=Rules cs2=Originates from Cloud IaaS Provider Network,IP 164.132.54.9 recently having excessive BURST qualification(4) rate on category bucket(3,Origin Error)) cs2Label=Rule Messages cs3=Request from Cloud IaaS, ASNUM 16276,28 message units per second cs3Label=Rule Data cs4Label=Rule Selectors cs5Label=Client Reputation cs6Label=API ID devicePayloadId=5af0286 dhost=www.securityfinance.com dpt=443 flexString1=90182 flexString1Label=Security Config Id flexString2=qik1_204703 flexString2Label=Firewall Policy Id out=176 request=https://www.securityfinance.com/storage/2018/05/icon-vacation-bills-450x450.png requestMethod=GET src=164.132.54.9 start=1692946642 AkamaiSiemRuleVersions=1 AkamaiSiemRuleTags=AKAMAI/BOT/REQUEST_ANOMALY,IPBLOCK/ADAPTIVE/BURST AkamaiSiemTLSVersion=tls1.3 AkamaiSiemRequestHeaders=Host:+www.securityfinance.com\nUser-Agent:+Mozilla/5.0+(Linux;+Android+10;+SM-A107F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.138+Mobile+Safari/537.36\nAccept:+image/webp,image/apng,image/*,*/*;q\=0.8\nsec-fetch-site:+same-origin\nsec-fetch-mode:+no-cors\nsec-fetch-dest:+image\nReferer:+https://www.securityfinance.com/\nAccept-Encoding:+gzip,+deflate,+br\nAccept-Language:+en-GB,en-US;q\=0.9,en;q\=0.8\nCookie:+_vwo_uuid_v2\=DB357FF497DDF9C624B9FEDB55E6759EB|cc1cb2b53e1e5fabbd2819ca22608d99;+_gcl_au\=1.1.1086283618.1692946316;+_gid\=GA1.2.1383313947.1692946316;+_fbp\=fb.1.1692946319081.1457193378;+_uetsid\=f7363460431311ee8e03293ba0fd13fb;+_uetvid\=f737b150431311eeb0c67b54169c2a5f;+_ga_ZF2362WX62\=GS1.1.1692946317.1.1.1692946636.60.0.0;+_ga\=GA1.1.1734939938.1692946316\n AkamaiSiemResponseHeaders=Mime-Version:+1.0\nContent-Type:+text/html\nContent-Length:+176\nCache-Control:+max-age\=0\nDate:+Fri,+25+Aug+2023+06:57:22+GMT\nConnection:+keep-alive\nServer-Timing:+cdn-cache;+desc\=MISS\nServer-Timing:+edge;+dur\=5015\nServer-Timing:+origin;+dur\=0\nServer-Timing:+ak_p;+desc\=\""1692946637022_35115138_95355526_501596_10748_375_0_146\"";dur\=1\n AkamaiSiemResponseStatus=503 AkamaiSiemContinent=EU AkamaiSiemCountry=FR AkamaiSiemCity=PARIS AkamaiSiemRegion=IDF AkamaiSiemASN=16276",,,[164.132.54.9],,Unidentified,,,
2023-08-25T06:57:50.547562400Z,"CEF:0|Akamai|akamai_siem|1.0|detect|Activity detected|5|act=alert app=h2 c6a2Label=Source IPv6 Address cs1=3900013,IPBLOCK-BURST4-227854 cs1Label=Rules cs2=Originates from Cloud IaaS Provider Network,IP 164.132.54.9 recently having excessive BURST qualification(4) rate on category bucket(3,Origin Error)) cs2Label=Rule Messages cs3=Request from Cloud IaaS, ASNUM 16276,11 message units per second cs3Label=Rule Data cs4Label=Rule Selectors cs5Label=Client Reputation cs6Label=API ID devicePayloadId=5aef173 dhost=www.securityfinance.com dpt=443 flexString1=90182 flexString1Label=Security Config Id flexString2=qik1_204703 flexString2Label=Firewall Policy Id out=176 request=https://www.securityfinance.com/lib/js/dist/hooks.min.js requestMethod=GET src=164.132.54.9 start=1692946633 AkamaiSiemRuleVersions=1 AkamaiSiemRuleTags=AKAMAI/BOT/REQUEST_ANOMALY,IPBLOCK/ADAPTIVE/BURST AkamaiSiemTLSVersion=tls1.3 AkamaiSiemRequestHeaders=Host:+www.securityfinance.com\nUser-Agent:+Mozilla/5.0+(Linux;+Android+10;+SM-A107F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.138+Mobile+Safari/537.36\nAccept:+*/*\nsec-fetch-site:+same-origin\nsec-fetch-mode:+no-cors\nsec-fetch-dest:+script\nReferer:+https://www.securityfinance.com/\nAccept-Encoding:+gzip,+deflate,+br\nAccept-Language:+en-GB,en-US;q\=0.9,en;q\=0.8\nCookie:+_vwo_uuid_v2\=DB357FF497DDF9C624B9FEDB55E6759EB|cc1cb2b53e1e5fabbd2819ca22608d99;+_gcl_au\=1.1.1086283618.1692946316;+_gid\=GA1.2.1383313947.1692946316;+_ga\=GA1.1.1734939938.1692946316;+_fbp\=fb.1.1692946319081.1457193378;+_ga_ZF2362WX62\=GS1.1.1692946317.1.0.1692946320.57.0.0;+_uetsid\=f7363460431311ee8e03293ba0fd13fb;+_uetvid\=f737b150431311eeb0c67b54169c2a5f\n AkamaiSiemResponseHeaders=Mime-Version:+1.0\nContent-Type:+text/html\nContent-Length:+176\nCache-Control:+max-age\=0\nDate:+Fri,+25+Aug+2023+06:57:13+GMT\nConnection:+keep-alive\nServer-Timing:+cdn-cache;+desc\=MISS\nServer-Timing:+edge;+dur\=60\nServer-Timing:+origin;+dur\=0\nServer-Timing:+ak_p;+desc\=\""1692946633129_35115138_95351155_6056_10971_372_0_182\"";dur\=1\n AkamaiSiemResponseStatus=503 AkamaiSiemContinent=EU AkamaiSiemCountry=FR AkamaiSiemCity=PARIS AkamaiSiemRegion=IDF AkamaiSiemASN=16276",,,[164.132.54.9],,Unidentified,,,
2023-08-25T06:57:50.547562400Z,"CEF:0|Akamai|akamai_siem|1.0|detect|Activity detected|5|act=alert app=h2 c6a2Label=Source IPv6 Address cs1=3900013,IPBLOCK-BURST4-227854 cs1Label=Rules cs2=Originates from Cloud IaaS Provider Network,IP 164.132.54.9 recently having excessive BURST qualification(4) rate on category bucket(3,Origin Error)) cs2Label=Rule Messages cs3=Request from Cloud IaaS, ASNUM 16276,11 message units per second cs3Label=Rule Data cs4Label=Rule Selectors cs5Label=Client Reputation cs6Label=API ID devicePayloadId=5aed95c dhost=www.securityfinance.com dpt=443 flexString1=90182 flexString1Label=Security Config Id flexString2=qik1_204703 flexString2Label=Firewall Policy Id out=176 request=https://www.securityfinance.com/core/cache/autoptimize/css/autoptimize_e0eaaeb04b80f9596d99bab398a0fa5a.css requestMethod=GET src=164.132.54.9 start=1692946627 AkamaiSiemRuleVersions=1 AkamaiSiemRuleTags=AKAMAI/BOT/REQUEST_ANOMALY,IPBLOCK/ADAPTIVE/BURST AkamaiSiemTLSVersion=tls1.3 AkamaiSiemRequestHeaders=Host:+www.securityfinance.com\nUser-Agent:+Mozilla/5.0+(Linux;+Android+10;+SM-A107F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.138+Mobile+Safari/537.36\nAccept:+text/css,*/*;q\=0.1\nsec-fetch-site:+same-origin\nsec-fetch-mode:+no-cors\nsec-fetch-dest:+style\nReferer:+https://www.securityfinance.com/\nAccept-Encoding:+gzip,+deflate,+br\nAccept-Language:+en-GB,en-US;q\=0.9,en;q\=0.8\nCookie:+_vwo_uuid_v2\=DB357FF497DDF9C624B9FEDB55E6759EB|cc1cb2b53e1e5fabbd2819ca22608d99;+_gcl_au\=1.1.1086283618.1692946316;+_gid\=GA1.2.1383313947.1692946316;+_ga\=GA1.1.1734939938.1692946316;+_fbp\=fb.1.1692946319081.1457193378;+_ga_ZF2362WX62\=GS1.1.1692946317.1.0.1692946320.57.0.0;+_uetsid\=f7363460431311ee8e03293ba0fd13fb;+_uetvid\=f737b150431311eeb0c67b54169c2a5f\n AkamaiSiemResponseHeaders=Mime-Version:+1.0\nContent-Type:+text/html\nContent-Length:+176\nCache-Control:+max-age\=0\nDate:+Fri,+25+Aug+2023+06:57:07+GMT\nConnection:+keep-alive\nServer-Timing:+cdn-cache;+desc\=MISS\nServer-Timing:+edge;+dur\=24\nServer-Timing:+origin;+dur\=0\nServer-Timing:+ak_p;+desc\=\""1692946627512_35115138_95344988_3403_12348_327_0_255\"";dur\=1\n AkamaiSiemResponseStatus=503 AkamaiSiemContinent=EU AkamaiSiemCountry=FR AkamaiSiemCity=PARIS AkamaiSiemRegion=IDF AkamaiSiemASN=16276",,,[164.132.54.9],,Unidentified,,,
2023-08-25T06:57:50.563184900Z,"CEF:0|Akamai|akamai_siem|1.0|detect|Activity detected|5|act=alert app=h2 c6a2Label=Source IPv6 Address cs1=3900013,IPBLOCK-BURST4-227854 cs1Label=Rules cs2=Originates from Cloud IaaS Provider Network,IP 164.132.54.9 recently having excessive BURST qualification(4) rate on category bucket(3,Origin Error)) cs2Label=Rule Messages cs3=Request from Cloud IaaS, ASNUM 16276,28 message units per second cs3Label=Rule Data cs4Label=Rule Selectors cs5Label=Client Reputation cs6Label=API ID devicePayloadId=5af23df dhost=www.securityfinance.com dpt=443 flexString1=90182 flexString1Label=Security Config Id flexString2=qik1_204703 flexString2Label=Firewall Policy Id out=176 request=https://www.securityfinance.com/storage/2018/06/continental-loans.png requestMethod=GET src=164.132.54.9 start=1692946642 AkamaiSiemRuleVersions=1 AkamaiSiemRuleTags=AKAMAI/BOT/REQUEST_ANOMALY,IPBLOCK/ADAPTIVE/BURST AkamaiSiemTLSVersion=tls1.3 AkamaiSiemRequestHeaders=Host:+www.securityfinance.com\nUser-Agent:+Mozilla/5.0+(Linux;+Android+10;+SM-A107F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.138+Mobile+Safari/537.36\nAccept:+image/webp,image/apng,image/*,*/*;q\=0.8\nsec-fetch-site:+same-origin\nsec-fetch-mode:+no-cors\nsec-fetch-dest:+image\nReferer:+https://www.securityfinance.com/\nAccept-Encoding:+gzip,+deflate,+br\nAccept-Language:+en-GB,en-US;q\=0.9,en;q\=0.8\nCookie:+_vwo_uuid_v2\=DB357FF497DDF9C624B9FEDB55E6759EB|cc1cb2b53e1e5fabbd2819ca22608d99;+_gcl_au\=1.1.1086283618.1692946316;+_gid\=GA1.2.1383313947.1692946316;+_fbp\=fb.1.1692946319081.1457193378;+_uetsid\=f7363460431311ee8e03293ba0fd13fb;+_uetvid\=f737b150431311eeb0c67b54169c2a5f;+_dc_gtm_UA-85896742-1\=1;+_gali\=menu-item-16221;+_ga\=GA1.2.1734939938.1692946316;+_ga_ZF2362WX62\=GS1.1.1692946317.1.1.1692946642.54.0.0\n AkamaiSiemResponseHeaders=Mime-Version:+1.0\nContent-Type:+text/html\nContent-Length:+176\nCache-Control:+max-age\=0\nDate:+Fri,+25+Aug+2023+06:57:22+GMT\nConnection:+keep-alive\nServer-Timing:+cdn-cache;+desc\=MISS\nServer-Timing:+edge;+dur\=28\nServer-Timing:+origin;+dur\=0\nServer-Timing:+ak_p;+desc\=\""1692946642939_35115138_95364063_2878_11916_379_0_146\"";dur\=1\n AkamaiSiemResponseStatus=503 AkamaiSiemContinent=EU AkamaiSiemCountry=FR AkamaiSiemCity=PARIS AkamaiSiemRegion=IDF AkamaiSiemASN=16276",,,[164.132.54.9],,Unidentified,,,
2023-08-25T06:57:50.547562400Z,"CEF:0|Akamai|akamai_siem|1.0|detect|Activity detected|5|act=alert app=h2 c6a2Label=Source IPv6 Address cs1=3900013,IPBLOCK-BURST4-227854 cs1Label=Rules cs2=Originates from Cloud IaaS Provider Network,IP 164.132.54.9 recently having excessive BURST qualification(4) rate on category bucket(3,Origin Error)) cs2Label=Rule Messages cs3=Request from Cloud IaaS, ASNUM 16276,24 message units per second cs3Label=Rule Data cs4Label=Rule Selectors cs5Label=Client Reputation cs6Label=API ID devicePayloadId=5aef85a dhost=www.securityfinance.com dpt=443 flexString1=90182 flexString1Label=Security Config Id flexString2=qik1_204703 flexString2Label=Firewall Policy Id out=176 request=https://www.securityfinance.com/storage/2018/05/home-carousel-background.jpg requestMethod=GET src=164.132.54.9 start=1692946634 AkamaiSiemRuleVersions=1 AkamaiSiemRuleTags=AKAMAI/BOT/REQUEST_ANOMALY,IPBLOCK/ADAPTIVE/BURST AkamaiSiemTLSVersion=tls1.3 AkamaiSiemRequestHeaders=Host:+www.securityfinance.com\nUser-Agent:+Mozilla/5.0+(Linux;+Android+10;+SM-A107F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.138+Mobile+Safari/537.36\nAccept:+image/webp,image/apng,image/*,*/*;q\=0.8\nsec-fetch-site:+same-origin\nsec-fetch-mode:+no-cors\nsec-fetch-dest:+image\nReferer:+https://www.securityfinance.com/\nAccept-Encoding:+gzip,+deflate,+br\nAccept-Language:+en-GB,en-US;q\=0.9,en;q\=0.8\nCookie:+_vwo_uuid_v2\=DB357FF497DDF9C624B9FEDB55E6759EB|cc1cb2b53e1e5fabbd2819ca22608d99;+_gcl_au\=1.1.1086283618.1692946316;+_gid\=GA1.2.1383313947.1692946316;+_ga\=GA1.1.1734939938.1692946316;+_fbp\=fb.1.1692946319081.1457193378;+_ga_ZF2362WX62\=GS1.1.1692946317.1.0.1692946320.57.0.0;+_uetsid\=f7363460431311ee8e03293ba0fd13fb;+_uetvid\=f737b150431311eeb0c67b54169c2a5f\n AkamaiSiemResponseHeaders=Mime-Version:+1.0\nContent-Type:+text/html\nContent-Length:+176\nCache-Control:+max-age\=0\nDate:+Fri,+25+Aug+2023+06:57:14+GMT\nConnection:+keep-alive\nServer-Timing:+cdn-cache;+desc\=MISS\nServer-Timing:+edge;+dur\=13\nServer-Timing:+origin;+dur\=0\nServer-Timing:+ak_p;+desc\=\""1692946634819_35115138_95352922_1358_10904_294_0_146\"";dur\=1\n AkamaiSiemResponseStatus=503 AkamaiSiemContinent=EU AkamaiSiemCountry=FR AkamaiSiemCity=PARIS AkamaiSiemRegion=IDF AkamaiSiemASN=16276",,,[164.132.54.9],,Unidentified,,,
